gameid,player
NA1_3940715519,sporty101010
NA1_3940629671,sporty101010
NA1_3940626218,sporty101010
NA1_3940593562,sporty101010
NA1_3940589357,sporty101010
NA1_3940589433,hwahkeen
NA1_3940566309,hwahkeen
NA1_3940541530,hwahkeen
NA1_3940222275,hwahkeen
NA1_3940170615,hwahkeen
NA1_3939957648,TipzyGamer
NA1_3939940068,TipzyGamer
NA1_3939742525,TipzyGamer
NA1_3939633837,TipzyGamer
NA1_3939499209,TipzyGamer
NA1_3940523450,Daiinaki
NA1_3940461228,Daiinaki
NA1_3940388318,Daiinaki
NA1_3939397068,Daiinaki
NA1_3939282674,Daiinaki
NA1_3940696093,OGHushy
NA1_3940600238,OGHushy
NA1_3940566309,OGHushy
NA1_3939098675,OGHushy
NA1_3938753133,OGHushy
NA1_3940566309,xNoway005
NA1_3939299478,xNoway005
NA1_3939315595,xNoway005
NA1_3939123808,xNoway005
NA1_3938411763,xNoway005
NA1_3940534104,RentalSandwich
NA1_3939941601,RentalSandwich
NA1_3938716588,RentalSandwich
NA1_3938722269,RentalSandwich
NA1_3938613410,RentalSandwich
NA1_3940566309,plol33
NA1_3939299478,plol33
NA1_3939315595,plol33
NA1_3939123808,plol33
NA1_3938411763,plol33
NA1_3940449003,PickleTwitch
NA1_3939572503,PickleTwitch
NA1_3939462751,PickleTwitch
NA1_3938823049,PickleTwitch
NA1_3938292961,PickleTwitch
NA1_3940566309,CaseRace
NA1_3940145808,CaseRace
NA1_3940141698,CaseRace
NA1_3940086598,CaseRace
NA1_3939414092,CaseRace
NA1_3940613901,Vurx
NA1_3940413444,Vurx
NA1_3940327407,Vurx
NA1_3940313037,Vurx
NA1_3939246759,Vurx
NA1_3940404371,xXYuMadBr0Xx
NA1_3940420764,xXYuMadBr0Xx
NA1_3940338566,xXYuMadBr0Xx
NA1_3940355534,xXYuMadBr0Xx
NA1_3940210514,xXYuMadBr0Xx
NA1_3940620202,Hypnoth
NA1_3940379017,Hypnoth
NA1_3940353259,Hypnoth
NA1_3940331085,Hypnoth
NA1_3940277856,Hypnoth
NA1_3939116046,CheshireKittKatt
NA1_3938163885,CheshireKittKatt
NA1_3938171905,CheshireKittKatt
NA1_3936805846,CheshireKittKatt
NA1_3936831011,CheshireKittKatt
NA1_3940312156,Prepear4Trouble
NA1_3940269603,Prepear4Trouble
NA1_3940267605,Prepear4Trouble
NA1_3940295563,Prepear4Trouble
NA1_3940284341,Prepear4Trouble
NA1_3940658363,IreliaamTitu5
NA1_3940653849,IreliaamTitu5
NA1_3940489682,IreliaamTitu5
NA1_3940496513,IreliaamTitu5
NA1_3940473351,IreliaamTitu5
NA1_3938742673,13yrsoldkata
NA1_3937799280,13yrsoldkata
NA1_3937826688,13yrsoldkata
NA1_3937793118,13yrsoldkata
NA1_3937488169,13yrsoldkata
NA1_3940120033,gangplease
NA1_3939755968,gangplease
NA1_3939636987,gangplease
NA1_3939509986,gangplease
NA1_3939444725,gangplease
NA1_3939148493,Temerven
NA1_3939172252,Temerven
NA1_3939098675,Temerven
NA1_3938527197,Temerven
NA1_3938540541,Temerven
NA1_3940726471,Krovend
NA1_3939942194,Krovend
NA1_3939805933,Krovend
NA1_3939629151,Krovend
NA1_3938774626,Krovend
NA1_3939379655,scipiocanis
NA1_3939217362,scipiocanis
NA1_3939200853,scipiocanis
NA1_3938739274,scipiocanis
NA1_3938753133,scipiocanis
NA1_3939249199,AkatsukiPrince
NA1_3938807806,AkatsukiPrince
NA1_3938832882,AkatsukiPrince
NA1_3938770100,AkatsukiPrince
NA1_3938753133,AkatsukiPrince
NA1_3940186268,Nikarino
NA1_3940171449,Nikarino
NA1_3940167190,Nikarino
NA1_3940103447,Nikarino
NA1_3940066781,Nikarino
NA1_3940770271,FlamingWeed
NA1_3940524804,FlamingWeed
NA1_3940530958,FlamingWeed
NA1_3940515906,FlamingWeed
NA1_3940454005,FlamingWeed
NA1_3940140138,Minitony2
NA1_3939943391,Minitony2
NA1_3938753133,Minitony2
NA1_3933973146,Minitony2
NA1_3933934936,Minitony2
NA1_3938820259,GetMerkedQuick
NA1_3938753133,GetMerkedQuick
NA1_3938678003,GetMerkedQuick
NA1_3936971667,GetMerkedQuick
NA1_3936224137,GetMerkedQuick
NA1_3938686627,RandyLehey
NA1_3938690093,RandyLehey
NA1_3937478661,RandyLehey
NA1_3935988315,RandyLehey
NA1_3935954749,RandyLehey
NA1_3939910138,TeemoOnShrooms
NA1_3938753133,TeemoOnShrooms
NA1_3937448899,TeemoOnShrooms
NA1_3937495162,TeemoOnShrooms
NA1_3935219681,TeemoOnShrooms
NA1_3939745582,WuXianYiJin
NA1_3939463789,WuXianYiJin
NA1_3937711735,WuXianYiJin
NA1_3936976598,WuXianYiJin
NA1_3935998886,WuXianYiJin
NA1_3939483633,KRVL7VETV
NA1_3939447321,KRVL7VETV
NA1_3939462110,KRVL7VETV
NA1_3939263895,KRVL7VETV
NA1_3939239054,KRVL7VETV
NA1_3940727806,Tyranoss
NA1_3940694905,Tyranoss
NA1_3940701305,Tyranoss
NA1_3940566742,Tyranoss
NA1_3940533522,Tyranoss
NA1_3938965392,CHURNWALKER
NA1_3938943026,CHURNWALKER
NA1_3938886809,CHURNWALKER
NA1_3938901855,CHURNWALKER
NA1_3938809079,CHURNWALKER
NA1_3940117333,PIutarch
NA1_3940112504,PIutarch
NA1_3938938608,PIutarch
NA1_3938916573,PIutarch
NA1_3938963824,PIutarch
NA1_3938286074,DeviousFate
NA1_3938302877,DeviousFate
NA1_3938248667,DeviousFate
NA1_3937711735,DeviousFate
NA1_3937637395,DeviousFate
NA1_3940697797,LOLuthought
NA1_3940704882,LOLuthought
NA1_3940566247,LOLuthought
NA1_3939582842,LOLuthought
NA1_3938472211,LOLuthought
NA1_3940139155,wholeweedbread
NA1_3940103370,wholeweedbread
NA1_3940073944,wholeweedbread
NA1_3939957418,wholeweedbread
NA1_3939531231,wholeweedbread
NA1_3940534660,Bunnifufuu
NA1_3940423508,Bunnifufuu
NA1_3940400760,Bunnifufuu
NA1_3938944337,Bunnifufuu
NA1_3938774225,Bunnifufuu
NA1_3940182103,doozyV2
NA1_3938806313,doozyV2
NA1_3937663710,doozyV2
NA1_3937662652,doozyV2
NA1_3936375988,doozyV2
NA1_3938975144,cykxh
NA1_3938951151,cykxh
NA1_3938868352,cykxh
NA1_3938542275,cykxh
NA1_3938488674,cykxh
NA1_3940471000,FiiZziCkSs
NA1_3940397032,FiiZziCkSs
NA1_3940224072,FiiZziCkSs
NA1_3940200795,FiiZziCkSs
NA1_3940117314,FiiZziCkSs
NA1_3940602957,f1getspinner
NA1_3940650081,f1getspinner
NA1_3940558063,f1getspinner
NA1_3940527780,f1getspinner
NA1_3940573476,f1getspinner
NA1_3938899729,BlackCommunity
NA1_3938865511,BlackCommunity
NA1_3938881887,BlackCommunity
NA1_3937669617,BlackCommunity
NA1_3937685180,BlackCommunity
NA1_3938412768,CHIEFSBALL
NA1_3938226177,CHIEFSBALL
NA1_3938261695,CHIEFSBALL
NA1_3937687742,CHIEFSBALL
NA1_3937654309,CHIEFSBALL
NA1_3940692212,xmanng
NA1_3940532878,xmanng
NA1_3940469336,xmanng
NA1_3939499534,xmanng
NA1_3939486626,xmanng
NA1_3940554808,TheTargonian
NA1_3940550260,TheTargonian
NA1_3940495762,TheTargonian
NA1_3940500205,TheTargonian
NA1_3940418495,TheTargonian
NA1_3940606935,CyborgScorpion
NA1_3940602820,CyborgScorpion
NA1_3940404172,CyborgScorpion
NA1_3940420545,CyborgScorpion
NA1_3940376525,CyborgScorpion
NA1_3940421762,Coolkidgaming
NA1_3940319671,Coolkidgaming
NA1_3940337011,Coolkidgaming
NA1_3940314810,Coolkidgaming
NA1_3939577280,Coolkidgaming
NA1_3940525750,Dagonotto
NA1_3940122675,Dagonotto
NA1_3940085701,Dagonotto
NA1_3939919459,Dagonotto
NA1_3939981297,Dagonotto
NA1_3940696093,Iceyblade426
NA1_3938763208,Iceyblade426
NA1_3938667566,Iceyblade426
NA1_3938465799,Iceyblade426
NA1_3938421309,Iceyblade426
NA1_3940085701,spellcaster0124
NA1_3939919459,spellcaster0124
NA1_3939981297,spellcaster0124
NA1_3939826301,spellcaster0124
NA1_3939751432,spellcaster0124
NA1_3939159227,Esthertheslayer
NA1_3939144340,Esthertheslayer
NA1_3938744774,Esthertheslayer
NA1_3938667566,Esthertheslayer
NA1_3938627636,Esthertheslayer
NA1_3938667566,Maktheshonen
NA1_3938607435,Maktheshonen
NA1_3938278740,Maktheshonen
NA1_3937571970,Maktheshonen
NA1_3937447750,Maktheshonen
NA1_3940194904,LordyMordy
NA1_3940190923,LordyMordy
NA1_3940134950,LordyMordy
NA1_3940140170,LordyMordy
NA1_3940071145,LordyMordy
NA1_3940544986,ProfessorShiva
NA1_3940194904,ProfessorShiva
NA1_3940190923,ProfessorShiva
NA1_3940134950,ProfessorShiva
NA1_3940140170,ProfessorShiva
NA1_3940707897,Dípper
NA1_3940444174,Dípper
NA1_3940391698,Dípper
NA1_3940377805,Dípper
NA1_3939469150,Dípper
NA1_3938607435,PedroGoHard
NA1_3937571970,PedroGoHard
NA1_3937447750,PedroGoHard
NA1_3936078529,PedroGoHard
NA1_3935132577,PedroGoHard
NA1_3940479856,GYBPrince
NA1_3940436732,GYBPrince
NA1_3940404637,GYBPrince
NA1_3940069011,GYBPrince
NA1_3939933047,GYBPrince
NA1_3940363804,Kuro524
NA1_3940312778,Kuro524
NA1_3939285833,Kuro524
NA1_3939291850,Kuro524
NA1_3939248653,Kuro524
NA1_3940470021,TRAGICPICKLE
NA1_3940034110,TRAGICPICKLE
NA1_3939977356,TRAGICPICKLE
NA1_3939737960,TRAGICPICKLE
NA1_3939639657,TRAGICPICKLE
NA1_3939428094,DSkrilla
NA1_3939452285,DSkrilla
NA1_3938906697,DSkrilla
NA1_3938734841,DSkrilla
NA1_3938638967,DSkrilla
NA1_3940470021,DaRoyalPain
NA1_3939639657,DaRoyalPain
NA1_3939615361,DaRoyalPain
NA1_3939477214,DaRoyalPain
NA1_3939435491,DaRoyalPain
NA1_3940174546,juicegrld
NA1_3939504325,juicegrld
NA1_3939428094,juicegrld
NA1_3939452285,juicegrld
NA1_3939377070,juicegrld
NA1_3940174546,GokuStrong
NA1_3939504325,GokuStrong
NA1_3939428094,GokuStrong
NA1_3939452285,GokuStrong
NA1_3939377070,GokuStrong
NA1_3940686578,WarmBagOfS3men
NA1_3940663406,WarmBagOfS3men
NA1_3940599634,WarmBagOfS3men
NA1_3940604598,WarmBagOfS3men
NA1_3940589840,WarmBagOfS3men
NA1_3940686578,HeightsGoingPro
NA1_3940663406,HeightsGoingPro
NA1_3940599634,HeightsGoingPro
NA1_3940604598,HeightsGoingPro
NA1_3940589840,HeightsGoingPro
NA1_3940665732,MolesterStalonee
NA1_3940649421,MolesterStalonee
NA1_3940485180,MolesterStalonee
NA1_3940501756,MolesterStalonee
NA1_3940428725,MolesterStalonee
NA1_3940445690,HanaTsuVachel
NA1_3939409691,HanaTsuVachel
NA1_3939219446,HanaTsuVachel
NA1_3939216235,HanaTsuVachel
NA1_3939243145,HanaTsuVachel
NA1_3940665732,jackopogi
NA1_3940649421,jackopogi
NA1_3940485180,jackopogi
NA1_3940501756,jackopogi
NA1_3940428725,jackopogi
NA1_3939536676,miclemec
NA1_3939482269,miclemec
NA1_3939425736,miclemec
NA1_3939434345,miclemec
NA1_3939379039,miclemec
NA1_3940501756,KAPlTANtutan
NA1_3940428725,KAPlTANtutan
NA1_3940424179,KAPlTANtutan
NA1_3939358567,KAPlTANtutan
NA1_3939335482,KAPlTANtutan
NA1_3940686817,beatzify
NA1_3940609687,beatzify
NA1_3940192027,beatzify
NA1_3940086562,beatzify
NA1_3940082392,beatzify
NA1_3940725846,YummyoldCrayon
NA1_3940691726,YummyoldCrayon
NA1_3939924942,YummyoldCrayon
NA1_3939747767,YummyoldCrayon
NA1_3939742383,YummyoldCrayon
NA1_3938420473,Nicekiller83
NA1_3938387829,Nicekiller83
NA1_3938354006,Nicekiller83
NA1_3938309163,Nicekiller83
NA1_3938316384,Nicekiller83
NA1_3938462940,NoProtection213
NA1_3938420473,NoProtection213
NA1_3938387829,NoProtection213
NA1_3938354006,NoProtection213
NA1_3938309163,NoProtection213
NA1_3940555791,MeHungryPlzFeed
NA1_3938462940,MeHungryPlzFeed
NA1_3938420473,MeHungryPlzFeed
NA1_3938387829,MeHungryPlzFeed
NA1_3938354006,MeHungryPlzFeed
NA1_3940050030,thinkfast1234
NA1_3939926727,thinkfast1234
NA1_3939738382,thinkfast1234
NA1_3939820985,thinkfast1234
NA1_3939563594,thinkfast1234
NA1_3938420473,longgaystyle69
NA1_3938387829,longgaystyle69
NA1_3938354006,longgaystyle69
NA1_3930354262,longgaystyle69
NA1_3930259333,longgaystyle69
NA1_3940085701,LoordLoouie
NA1_3939919459,LoordLoouie
NA1_3939981297,LoordLoouie
NA1_3939826301,LoordLoouie
NA1_3938930058,LoordLoouie
NA1_3940078722,aManHasNoName
NA1_3940036142,aManHasNoName
NA1_3939986853,aManHasNoName
NA1_3937647581,aManHasNoName
NA1_3937548227,aManHasNoName
NA1_3937448915,GrinchyJoker
NA1_3937456595,GrinchyJoker
NA1_3937427556,GrinchyJoker
NA1_3940708314,RoboBoiii
NA1_3940685780,RoboBoiii
NA1_3940720089,RoboBoiii
NA1_3940646863,RoboBoiii
NA1_3939249928,RoboBoiii
NA1_3940708314,RioGMoney
NA1_3940685780,RioGMoney
NA1_3940720089,RioGMoney
NA1_3940646863,RioGMoney
NA1_3940527531,RioGMoney
NA1_3940708314,NiceGuyJK
NA1_3940685780,NiceGuyJK
NA1_3940720089,NiceGuyJK
NA1_3940646863,NiceGuyJK
NA1_3940527531,NiceGuyJK
NA1_3940066739,WhalesWithForce
NA1_3940063066,WhalesWithForce
NA1_3939947613,WhalesWithForce
NA1_3939780454,WhalesWithForce
NA1_3938811431,WhalesWithForce
NA1_3940063066,MysticLeon
NA1_3939947613,MysticLeon
NA1_3938811431,MysticLeon
NA1_3938764443,MysticLeon
NA1_3938711370,MysticLeon
NA1_3939754379,G2Saitama
NA1_3939739875,G2Saitama
NA1_3939465378,G2Saitama
NA1_3938668579,G2Saitama
NA1_3938632214,G2Saitama
NA1_3940679545,NeoWhitebeard
NA1_3940722883,NeoWhitebeard
NA1_3940656962,NeoWhitebeard
NA1_3940146289,NeoWhitebeard
NA1_3940110515,NeoWhitebeard
NA1_3940548616,AfricanToes
NA1_3940573728,AfricanToes
NA1_3940179089,AfricanToes
NA1_3939986483,AfricanToes
NA1_3939738974,AfricanToes
NA1_3939465378,InGemsWeTrust
NA1_3939367877,InGemsWeTrust
NA1_3939343860,InGemsWeTrust
NA1_3939269289,InGemsWeTrust
NA1_3938806550,InGemsWeTrust
NA1_3940749917,Mact1re
NA1_3940705405,Mact1re
NA1_3940711638,Mact1re
NA1_3940618253,Mact1re
NA1_3940624413,Mact1re
NA1_3940661585,RemBorr
NA1_3940540913,RemBorr
NA1_3939465378,RemBorr
NA1_3938557041,RemBorr
NA1_3937270385,RemBorr
NA1_3939537994,FG4
NA1_3939481828,FG4
NA1_3939465378,FG4
NA1_3939440989,FG4
NA1_3939347363,FG4
NA1_3939413126,WarriorPandaa
NA1_3932771199,WarriorPandaa
NA1_3931644356,WarriorPandaa
NA1_3931627601,WarriorPandaa
NA1_3931602636,WarriorPandaa
NA1_3940547022,TarVeldig
NA1_3940226721,TarVeldig
NA1_3940185706,TarVeldig
NA1_3940193757,TarVeldig
NA1_3940168067,TarVeldig
NA1_3940327980,bleedem
NA1_3940335704,bleedem
NA1_3939743403,bleedem
NA1_3939578569,bleedem
NA1_3939564425,bleedem
NA1_3940431692,JungBaBa
NA1_3940345340,JungBaBa
NA1_3940334709,JungBaBa
NA1_3939367877,JungBaBa
NA1_3939276985,JungBaBa
NA1_3940691704,Bumfights
NA1_3939956547,Bumfights
NA1_3939829177,Bumfights
NA1_3939754639,Bumfights
NA1_3939616269,Bumfights
NA1_3939367877,TheRuinedCuck
NA1_3939342684,TheRuinedCuck
NA1_3939328498,TheRuinedCuck
NA1_3939036711,TheRuinedCuck
NA1_3939005493,TheRuinedCuck
NA1_3940644125,Another0ne
NA1_3940611829,Another0ne
NA1_3940588291,Another0ne
NA1_3940225357,Another0ne
NA1_3940212940,Another0ne
NA1_3940653904,iMegladon
NA1_3940539511,iMegladon
NA1_3940585249,iMegladon
NA1_3939821143,iMegladon
NA1_3939596933,iMegladon
NA1_3939422171,xBlackxSheepx
NA1_3939367877,xBlackxSheepx
NA1_3939373865,xBlackxSheepx
NA1_3939361123,xBlackxSheepx
NA1_3939286973,xBlackxSheepx
NA1_3940672110,SlaughterWolf
NA1_3940657455,SlaughterWolf
NA1_3939422171,SlaughterWolf
NA1_3939367877,SlaughterWolf
NA1_3939373865,SlaughterWolf
NA1_3940638838,Randyballs
NA1_3940381863,Randyballs
NA1_3940329025,Randyballs
NA1_3939933358,Randyballs
NA1_3939733977,Randyballs
NA1_3940638838,BigMelk
NA1_3940381863,BigMelk
NA1_3940329025,BigMelk
NA1_3939933358,BigMelk
NA1_3939733977,BigMelk
NA1_3940666224,JesusMyPal
NA1_3940670170,JesusMyPal
NA1_3940616925,JesusMyPal
NA1_3940652913,JesusMyPal
NA1_3940591218,JesusMyPal
NA1_3939530667,UncleYi
NA1_3939366573,UncleYi
NA1_3939343860,UncleYi
NA1_3939341544,UncleYi
NA1_3939312344,UncleYi
NA1_3939343860,EverydayOrange
NA1_3939276603,EverydayOrange
NA1_3930050237,EverydayOrange
NA1_3929777861,EverydayOrange
NA1_3929811601,EverydayOrange
NA1_3940407245,KiwiTP
NA1_3940127173,KiwiTP
NA1_3940132307,KiwiTP
NA1_3939343860,KiwiTP
NA1_3938766497,KiwiTP
NA1_3940603144,KrarthurGaming
NA1_3940567413,KrarthurGaming
NA1_3940542418,KrarthurGaming
NA1_3940467818,KrarthurGaming
NA1_3940513880,KrarthurGaming
NA1_3939343860,Nuswa002
NA1_3939341544,Nuswa002
NA1_3939287972,Nuswa002
NA1_3938466277,Nuswa002
NA1_3938473759,Nuswa002
NA1_3939464875,Tarr18
NA1_3939421408,Tarr18
NA1_3939366684,Tarr18
NA1_3939343860,Tarr18
NA1_3939268547,Tarr18
NA1_3939395747,UltimateDeath
NA1_3939343860,UltimateDeath
NA1_3938660014,UltimateDeath
NA1_3938605679,UltimateDeath
NA1_3937434438,UltimateDeath
NA1_3939421912,VortexCharged
NA1_3939343860,VortexCharged
NA1_3939314622,VortexCharged
NA1_3938884145,VortexCharged
NA1_3937570473,VortexCharged
NA1_3940655655,vashthestampp
NA1_3940587151,vashthestampp
NA1_3940559925,vashthestampp
NA1_3940506217,vashthestampp
NA1_3940473425,vashthestampp
NA1_3940512957,ShunSago
NA1_3939461271,ShunSago
NA1_3939337180,ShunSago
NA1_3939365384,ShunSago
NA1_3939269289,ShunSago
NA1_3939631181,saywhat21
NA1_3939492767,saywhat21
NA1_3939428390,saywhat21
