gameid,player,champion,ally_win,player_wr,t_bint,is_main_h,mastery_points,smurf_count_a,smurf_count_e,hotstreak_count_a,hotstreak_count_e,4fun,veteran_count_a,veteran_count_e,inters_count_a,inters_count_e,break_count_a,break_count_e,a_sum_a,a_sum_e,d_sum_a,d_sum_e,m_sum_a,m_sum_e,wr_med_a,wr_min_a,wr_max_a,wr_med_e,wr_min_e,wr_max_e,max_med_kd_a,max_med_kd_e,4fun_a,4fun_e
NA1_3931766940,TL DaBaby,Tristana,TRUE,0.647058824,0.110852709,FALSE,58294,0,0,0,1,FALSE,0,0,0,1,255272,1202716,28,29,27,20,28,21,0.564285714,0.461538462,0.647058824,0.5,0.453333333,0.5875,1.666666667,2,1,0
NA1_3938726110,TL DaBaby,Bard,True,0.6470588235294118,0.11085270916770365,False,62947,0,0,1,1,False,0,0,0,1,80439.0,85800.0,32,24,22,21,17,34,0.5294117647058824,0.4375,0.6470588235294118,0.4803921568627451,0.45098039215686275,0.5270935960591133,4.0,1.8571428571428572,0,0
NA1_3938832532,TheRejectedRat,Zyra,True,,0.09311077970649952,False,50677,0,0,1,2,False,0,0,0,1,85800.0,78533.0,26,32,20,18,32,23,0.5009124087591241,0.4803921568627451,0.5394736842105263,0.5379746835443038,0.4777777777777778,0.5735294117647058,1.8571428571428572,2.75,0,0
NA1_3937546565,lolzch,Kassadin,True,0.4896907216494845,0.05754957099909576,False,17658,0,0,2,1,False,0,0,0,0,78533.0,3043277.0,31,30,23,18,25,32,0.5273972602739726,0.4896907216494845,0.6206896551724138,0.4912663755458515,0.3333333333333333,0.5333333333333333,3.0,2.0,0,0
NA1_3938807497,lavergne,Zed,True,0.5273972602739726,0.1133422744222837,False,37213,0,0,1,0,False,0,0,0,2,91321.0,80403.0,31,33,29,17,17,15,0.49452554744525545,0.4482758620689655,0.5273972602739726,0.4166666666666667,0.08333333333333333,0.5120481927710844,2.5454545454545454,3.0,0,0
NA1_3938811345,lavergne,Garen,True,0.5273972602739726,0.1133422744222837,False,12770,0,0,1,1,False,0,0,0,2,151824.0,257787.0,29,20,23,18,28,26,0.48076044759077413,0.28,0.5273972602739726,0.5210084033613446,0.5180722891566265,0.5510204081632653,2.375,1.4545454545454546,0,0
NA1_3919670993,lavergne,Yasuo,False,0.5273972602739726,0.1133422744222837,False,244388,1,0,2,0,False,0,0,0,1,1285075.0,258014.0,25,26,18,21,34,24,0.5152514251680422,0.5,0.5714285714285714,0.4625,0.4583333333333333,0.4666666666666667,5.2,2.3333333333333335,0,0
NA1_3919636261,lavergne,Yasuo,True,0.5273972602739726,0.1133422744222837,False,244388,1,0,1,0,False,0,0,1,2,1285075.0,514823.0,34,30,23,24,24,22,0.5152514251680422,0.3114754098360656,0.5508021390374331,0.5080645161290323,0.5019011406844106,0.5647058823529412,5.2,2.8333333333333335,1,1
NA1_3938691697,TLDaBaby,Kaisa,True,0.6470588235294118,0.11085270916770365,False,125845,0,0,1,0,False,0,0,1,0,93539.0,6614.0,32,29,25,20,24,25,0.5147058823529411,0.4375,0.6470588235294118,0.5057915057915058,0.45652173913043476,0.5878787878787879,3.5,3.5,0,0
NA1_3938624383,TLDaBaby,Sylas,False,0.6470588235294118,0.11085270916770365,False,9769,0,0,1,1,False,0,0,1,0,93539.0,86355.0,30,23,22,27,25,35,0.5789915966386554,0.5,0.6470588235294118,0.5373134328358209,0.4864864864864865,0.5559440559440559,2.7142857142857144,2.125,0,0
NA1_3938534254,TLDaBaby,Tristana,False,0.6470588235294118,0.11085270916770365,False,58294,0,0,2,1,False,0,0,2,1,68186.0,514741.0,25,23,25,24,31,30,0.5384615384615384,0.42168674698795183,0.6470588235294118,0.4906166219839142,0.4857142857142857,0.5797101449275363,1.4,1.625,0,0
NA1_3938782524,StealSmite,Ezreal,False,0.5294117647058824,0.08917914019010137,False,13778,0,0,1,0,False,0,0,0,0,77671.0,2915381.0,30,30,24,20,30,18,0.5294117647058824,0.4375,0.6470588235294118,0.5269607843137255,0.47058823529411764,0.5833333333333334,3.5,0.9090909090909091,0,1
NA1_3938624383,StealSmite,Nautilus,False,0.5294117647058824,0.08917914019010137,False,61195,0,0,1,1,False,0,0,1,0,93539.0,86355.0,30,23,22,27,25,35,0.5789915966386554,0.5,0.6470588235294118,0.5373134328358209,0.4864864864864865,0.5559440559440559,2.7142857142857144,2.125,0,0
NA1_3938638701,StealSmite,Ezreal,False,0.5294117647058824,0.08917914019010137,False,13778,0,0,1,1,False,0,0,1,0,93539.0,510638.0,23,29,23,30,28,25,0.5147058823529411,0.4375,0.6470588235294118,0.5656565656565656,0.5145631067961165,0.5729166666666666,4.0,2.625,0,0
NA1_3938691697,Osakana373,Vladimir,True,,0.06645688362736202,False,33996,0,0,1,0,False,0,0,1,0,93539.0,6614.0,32,29,25,20,24,25,0.5147058823529411,0.4375,0.6470588235294118,0.5057915057915058,0.45652173913043476,0.5878787878787879,3.5,3.5,0,0
NA1_3936251718,Osakana373,Gnar,False,,0.06645688362736202,False,57014,0,1,2,2,False,0,0,3,0,93539.0,165496.0,30,27,25,29,24,23,0.5384615384615384,0.5,0.6470588235294118,0.49736842105263157,0.4878048780487805,0.5454545454545454,2.2857142857142856,6.75,0,0
NA1_3938691697,Dumpringz,MasterYi,True,0.4375,0.13332080830994603,False,76966,0,0,1,0,False,0,0,1,0,93539.0,6614.0,32,29,25,20,24,25,0.5147058823529411,0.4375,0.6470588235294118,0.5057915057915058,0.45652173913043476,0.5878787878787879,3.5,3.5,0,0
NA1_3938638701,Yumbo02,Ivern,False,0.5,0.0735040107671762,False,14183,0,0,1,1,False,0,0,1,0,93539.0,510638.0,23,29,23,30,28,25,0.5147058823529411,0.4375,0.6470588235294118,0.5656565656565656,0.5145631067961165,0.5729166666666666,4.0,2.625,0,0
NA1_3938624383,Yumbo02,Kennen,False,0.5,0.0735040107671762,False,20452,0,0,1,1,False,0,0,1,0,93539.0,86355.0,30,23,22,27,25,35,0.5789915966386554,0.5,0.6470588235294118,0.5373134328358209,0.4864864864864865,0.5559440559440559,2.7142857142857144,2.125,0,0
NA1_3938718809,FloodVomit,Volibear,True,0.45652173913043476,0.07122400329419701,False,30267,0,0,0,1,False,0,0,0,0,247470.0,86855.0,32,34,25,27,26,24,0.4791666666666667,0.4470588235294118,0.5546218487394958,0.5086206896551724,0.5074626865671642,0.5625,3.5,3.5,0,1
NA1_3938658345,FloodVomit,Zac,True,0.45652173913043476,0.07122400329419701,False,405823,0,0,0,0,False,0,0,0,0,247470.0,167593.0,22,23,20,20,31,34,0.504950495049505,0.45652173913043476,0.5546218487394958,0.48314606741573035,0.425,0.7272727272727273,3.5,2.0,0,0
NA1_3938489765,SemperFidelis16,Swain,False,,0.11458814927059964,False,61060,0,0,1,1,False,0,1,3,0,514741.0,130525.0,32,29,21,24,21,31,0.5689655172413793,0.4918032786885246,0.6129032258064516,0.5236455463728191,0.46747967479674796,0.8,1.625,2.25,0,0
NA1_3938485311,SemperFidelis16,Lux,False,,0.11458814927059964,False,51340,0,0,0,0,False,0,0,2,0,514741.0,45686.0,24,24,17,26,31,31,0.47629772629772626,0.46846846846846846,0.48412698412698413,0.5441035474592522,0.5094339622641509,0.696969696969697,1.625,3.0,0,0
NA1_3938408794,JeffRegular,Morgana,True,,0.07207452013594028,False,31620,0,0,1,1,False,0,0,0,2,163133.0,321269.0,26,31,23,22,31,16,0.5333333333333333,0.4514285714285714,0.5714285714285714,0.5275157232704403,0.45555555555555555,0.6153846153846154,3.0,1.3636363636363635,0,0
NA1_3938411609,JeffRegular,Senna,False,,0.07207452013594028,False,801,0,0,0,0,False,0,0,2,0,7678.0,787924.0,36,23,20,18,24,30,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5176991150442478,0.5176991150442478,0.5176991150442478,3.0,3.0,0,0
NA1_3938325830,JeffRegular,Xerath,False,,0.07207452013594028,False,33294,0,0,0,1,False,0,0,2,0,245857.0,80866.0,18,36,13,17,40,27,0.49382716049382713,0.484375,0.5714285714285714,0.5616438356164384,0.38095238095238093,0.5714285714285714,3.0,1.5714285714285714,0,0
NA1_3938299976,JeffRegular,Senna,False,,0.07207452013594028,False,801,0,0,1,1,False,0,0,0,0,702461.0,83503.0,35,28,23,25,19,24,0.4893148962916405,0.4105263157894737,0.5714285714285714,0.4639175257731959,0.45454545454545453,0.5384615384615384,3.0,1.75,0,0
NA1_3938408794,LendoNagai,Ezreal,True,0.5714285714285714,0.08054518646408161,False,40594,0,0,1,1,False,0,0,0,2,163133.0,321269.0,26,31,23,22,31,16,0.5333333333333333,0.4514285714285714,0.5714285714285714,0.5275157232704403,0.45555555555555555,0.6153846153846154,3.0,1.3636363636363635,0,0
NA1_3938411609,LendoNagai,Jinx,False,0.5714285714285714,0.08054518646408161,False,65849,0,0,0,0,False,0,0,2,0,7678.0,787924.0,36,23,20,18,24,30,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5176991150442478,0.5176991150442478,0.5176991150442478,3.0,3.0,0,0
NA1_3938325830,LendoNagai,MissFortune,False,0.5714285714285714,0.08054518646408161,False,73966,0,0,0,1,False,0,0,2,0,245857.0,80866.0,18,36,13,17,40,27,0.49382716049382713,0.484375,0.5714285714285714,0.5616438356164384,0.38095238095238093,0.5714285714285714,3.0,1.5714285714285714,0,0
NA1_3938299976,LendoNagai,Caitlyn,False,0.5714285714285714,0.08054518646408161,False,39820,0,0,1,1,False,0,0,0,0,702461.0,83503.0,35,28,23,25,19,24,0.4893148962916405,0.4105263157894737,0.5714285714285714,0.4639175257731959,0.45454545454545453,0.5384615384615384,3.0,1.75,0,0
NA1_3939203574,PrettyBoy,XinZhao,False,0.5167785234899329,0.13407360440008104,False,15861,0,0,1,1,False,0,0,0,0,16671.0,1284968.0,35,38,22,24,29,12,0.5094339622641509,0.4807017543859649,0.5167785234899329,0.5666666666666667,0.52,0.6538461538461539,3.0,1.0,0,0
NA1_3939190790,PrettyBoy,Yasuo,True,0.5167785234899329,0.13407360440008104,False,122543,0,0,1,0,False,0,0,0,0,61640.0,1292096.0,41,34,18,23,17,24,0.4962962962962963,0.4807017543859649,0.5167785234899329,0.48819087106208126,0.4558139534883721,0.5017064846416383,3.0,2.1666666666666665,0,0
NA1_3939162776,PrettyBoy,Morgana,True,0.5167785234899329,0.13407360440008104,False,21931,1,0,0,0,False,0,0,0,0,213012.0,72409.0,30,28,19,30,26,25,0.4962962962962963,0.3790322580645161,0.5167785234899329,0.515625,0.4892601431980907,0.5222222222222223,13.0,2.5714285714285716,0,0
NA1_3939150707,PrettyBoy,Sylas,False,0.5167785234899329,0.13407360440008104,False,66114,0,0,0,1,False,0,0,2,0,149087.0,27642.0,27,33,25,19,29,28,0.4962962962962963,0.3793103448275862,0.5167785234899329,0.5086705202312138,0.5033444816053512,0.631578947368421,1.0714285714285714,2.125,0,0
NA1_3939107579,PrettyBoy,XinZhao,True,0.5167785234899329,0.13407360440008104,False,15861,0,0,2,0,False,0,0,0,3,5459.0,82195.0,35,27,21,16,26,29,0.5071428571428571,0.4739583333333333,0.5167785234899329,0.5014005602240896,0.4458874458874459,0.5333333333333333,1.7142857142857142,1.5,0,0
NA1_3934229483,Cookiestein,Zyra,False,0.696969696969697,0.10559338092423345,True,821716,0,1,0,0,False,0,0,1,0,174845.0,106288.0,31,27,20,23,26,24,0.5028901734104047,0.46808510638297873,0.696969696969697,0.521865889212828,0.48221343873517786,0.5838509316770186,2.0,5.8,1,0
NA1_3933760567,Cookiestein,Zyra,True,0.696969696969697,0.10559338092423345,True,821716,0,0,1,1,False,0,0,2,0,171462.0,80258.0,34,35,19,24,25,25,0.5396825396825397,0.5,0.696969696969697,0.5555555555555556,0.4722222222222222,0.6590909090909091,2.0,2.3333333333333335,0,0
NA1_3933676708,Cookiestein,Zyra,True,0.696969696969697,0.10559338092423345,True,821716,0,0,0,1,False,0,0,0,1,509261.0,241149.0,34,29,19,24,32,24,0.535,0.4594594594594595,0.696969696969697,0.5433070866141733,0.47854785478547857,0.5663430420711975,2.0,2.375,2,0
NA1_3933671196,Cookiestein,Zyra,True,0.696969696969697,0.10559338092423345,True,821716,0,1,0,0,False,1,0,0,1,90803.0,60289.0,31,20,22,22,24,36,0.505654281098546,0.5035105315947843,0.696969696969697,0.5064655172413793,0.46551724137931033,0.515625,2.0,5.333333333333333,0,0
NA1_3933604839,Cookiestein,Zyra,True,0.696969696969697,0.10559338092423345,True,821716,0,0,1,2,False,0,1,0,0,90809.0,70837.0,30,28,21,20,26,16,0.5104166666666666,0.492,0.696969696969697,0.5122282608695652,0.5036101083032491,0.5488721804511278,2.0,4.4,0,0
NA1_3939203574,Wizman,DrMundo,False,0.5094339622641509,0.10712688116828599,False,80010,0,0,1,1,False,0,0,0,0,16671.0,1284968.0,35,38,22,24,29,12,0.5094339622641509,0.4807017543859649,0.5167785234899329,0.5666666666666667,0.52,0.6538461538461539,3.0,1.0,0,0
NA1_3939190790,Wizman,Sett,True,0.5094339622641509,0.10712688116828599,False,91787,0,0,1,0,False,0,0,0,0,61640.0,1292096.0,41,34,18,23,17,24,0.4962962962962963,0.4807017543859649,0.5167785234899329,0.48819087106208126,0.4558139534883721,0.5017064846416383,3.0,2.1666666666666665,0,0
NA1_3938423013,Wizman,Gnar,False,0.5094339622641509,0.10712688116828599,False,34753,0,0,0,0,False,0,0,0,3,13067.0,34877.0,37,31,17,23,26,28,0.5094339622641509,0.5,0.7692307692307693,0.5333333333333333,0.45,0.5850340136054422,2.142857142857143,2.1538461538461537,0,0
NA1_3934469134,Wizman,DrMundo,False,0.5094339622641509,0.10712688116828599,False,80010,0,0,0,3,False,0,0,1,0,216851.0,482507.0,25,29,26,29,34,20,0.4962962962962963,0.47368421052631576,0.5189003436426117,0.5089514066496164,0.38333333333333336,0.68,3.3,4.0,1,0
NA1_3938943551,Gallae,Evelynn,False,0.46846846846846846,0.08936164443656505,False,4115,0,1,0,4,False,0,0,0,0,86342.0,521099.0,29,25,18,16,27,18,0.49238578680203043,0.46846846846846846,0.509719222462203,0.504875406283857,0.42857142857142855,0.5147058823529411,2.0,5.666666666666667,1,0
NA1_3938807777,Gallae,Ahri,False,0.46846846846846846,0.08936164443656505,False,4448,0,0,0,0,False,0,0,1,1,45098.0,341122.0,24,36,23,19,30,15,0.47540983606557374,0.46846846846846846,0.5123456790123457,0.4796404019037546,0.39473684210526316,0.51440329218107,1.8666666666666667,2.5,0,0
NA1_3938822541,Gallae,Neeko,True,0.46846846846846846,0.08936164443656505,False,5236,0,0,1,0,False,0,0,0,2,45098.0,88752.0,14,31,19,13,38,17,0.499340804218853,0.46846846846846846,0.5410447761194029,0.5038759689922481,0.4158415841584158,0.5494505494505495,1.8666666666666667,0.8888888888888888,0,0
NA1_3938717861,Gallae,Caitlyn,True,0.46846846846846846,0.08936164443656505,False,59053,0,0,0,1,False,0,0,1,2,280986.0,175602.0,35,40,18,23,18,18,0.47436581318160265,0.46846846846846846,0.48026315789473684,0.5527272727272727,0.5454545454545454,0.56,1.8666666666666667,0.75,0,2
NA1_3938751057,Gallae,MissFortune,True,0.46846846846846846,0.08936164443656505,False,40647,0,0,0,2,False,0,0,0,5,13912470.0,264557.0,26,31,15,22,22,26,0.5131578947368421,0.46846846846846846,0.5308056872037915,0.5555555555555556,0.49830508474576274,0.6666666666666666,1.8666666666666667,2.1666666666666665,1,2
NA1_3938792416,Gomikasu,Thresh,False,,0.03897890399984768,False,172215,0,0,2,0,True,0,0,3,2,264557.0,76245.0,31,31,23,22,17,27,0.49521553449886563,0.43333333333333335,0.5555555555555556,0.4326923076923077,0.36538461538461536,0.5,2.1666666666666665,2.1666666666666665,1,0
NA1_3938717539,Gomikasu,Rakan,False,,0.03897890399984768,False,9261,0,0,2,2,True,0,0,5,1,264557.0,5198209.0,30,20,22,16,27,23,0.5555555555555556,0.49830508474576274,0.6666666666666666,0.4698996655518395,0.3953488372093023,0.5061728395061729,2.1666666666666665,2.0,2,0
NA1_3935085169,Gomikasu,Twitch,True,,0.03897890399984768,False,107185,1,0,0,0,True,0,0,2,1,264557.0,11054054.0,27,32,14,27,22,22,0.49830508474576274,0.4090909090909091,0.5652173913043478,0.46293706293706294,0.36363636363636365,0.5222672064777328,19.0,1.4375,1,0
NA1_3938717539,EasilyFire,Xayah,False,,0.02644360496492175,True,62762,0,0,2,2,False,0,0,5,1,264557.0,5198209.0,30,20,22,16,27,23,0.5555555555555556,0.49830508474576274,0.6666666666666666,0.4698996655518395,0.3953488372093023,0.5061728395061729,2.1666666666666665,2.0,2,0
NA1_3939428564,quietclouds,Irelia,False,0.49830508474576274,0.10505441014703487,False,182336,1,0,1,0,False,0,0,2,0,159464.0,77769.0,25,36,15,21,35,22,0.49708642667040204,0.4090909090909091,0.547945205479452,0.45104895104895104,0.18181818181818182,0.6363636363636364,4.666666666666667,1.125,0,0
NA1_3939452658,quietclouds,Irelia,True,0.49830508474576274,0.10505441014703487,False,182336,1,0,1,0,False,0,0,3,0,264557.0,1017896.0,31,36,23,25,25,18,0.5110573042776433,0.4090909090909091,0.5555555555555556,0.5036496350364964,0.4748201438848921,0.5294117647058824,19.0,1.7272727272727273,1,0
NA1_3938792416,quietclouds,Samira,False,0.49830508474576274,0.10505441014703487,False,47017,0,0,2,0,False,0,0,3,2,264557.0,76245.0,31,31,23,22,17,27,0.49521553449886563,0.43333333333333335,0.5555555555555556,0.4326923076923077,0.36538461538461536,0.5,2.1666666666666665,2.1666666666666665,1,0
NA1_3938717539,quietclouds,Katarina,False,0.49830508474576274,0.10505441014703487,False,25985,0,0,2,2,False,0,0,5,1,264557.0,5198209.0,30,20,22,16,27,23,0.5555555555555556,0.49830508474576274,0.6666666666666666,0.4698996655518395,0.3953488372093023,0.5061728395061729,2.1666666666666665,2.0,2,0
NA1_3938792416,BuffNakedMan,Aatrox,False,0.5555555555555556,0.10930438994123622,False,153137,0,0,2,0,False,0,0,3,2,264557.0,76245.0,31,31,23,22,17,27,0.49521553449886563,0.43333333333333335,0.5555555555555556,0.4326923076923077,0.36538461538461536,0.5,2.1666666666666665,2.1666666666666665,1,0
NA1_3938717539,BuffNakedMan,Kayn,False,0.5555555555555556,0.10930438994123622,True,96475,0,0,2,2,False,0,0,5,1,264557.0,5198209.0,30,20,22,16,27,23,0.5555555555555556,0.49830508474576274,0.6666666666666666,0.4698996655518395,0.3953488372093023,0.5061728395061729,2.1666666666666665,2.0,2,0
NA1_3938717539,Sc0rpi0n,Zyra,False,0.6666666666666666,0.06786609008998865,True,52821,0,0,2,2,True,0,0,5,1,264557.0,5198209.0,30,20,22,16,27,23,0.5555555555555556,0.49830508474576274,0.6666666666666666,0.4698996655518395,0.3953488372093023,0.5061728395061729,2.1666666666666665,2.0,2,0
NA1_3934679418,Sc0rpi0n,Zyra,False,0.6666666666666666,0.06786609008998865,True,52821,0,0,1,0,True,0,1,4,0,280346.0,175241.0,33,35,21,27,20,21,0.49830508474576274,0.4090909090909091,0.6666666666666666,0.465,0.3225806451612903,0.5414012738853503,2.3333333333333335,2.3636363636363638,1,0
NA1_3934625185,Sc0rpi0n,Teemo,False,0.6666666666666666,0.06786609008998865,False,27881,0,0,1,0,True,0,0,3,1,280346.0,113112.0,32,31,20,22,24,23,0.49830508474576274,0.38461538461538464,0.6666666666666666,0.4936215450035436,0.4444444444444444,0.5625,2.3333333333333335,1.6363636363636365,1,0
NA1_3934641823,Sc0rpi0n,Zyra,True,0.6666666666666666,0.06786609008998865,True,52821,0,1,2,0,True,0,0,3,1,280346.0,256139.0,36,27,17,19,23,23,0.49830508474576274,0.38461538461538464,0.6666666666666666,0.5176470588235295,0.3157894736842105,0.6875,2.3333333333333335,21.0,1,0
NA1_3939443045,RideMyAlpaga,Udyr,True,0.5131578947368421,0.1320981135199835,False,10803,1,0,0,0,False,0,0,0,0,355575.0,69431.0,27,25,26,19,29,18,0.5089820359281437,0.4,0.5131578947368421,0.48672566371681414,0.375,0.48717948717948717,6.75,3.5,0,0
NA1_3939271589,RideMyAlpaga,Rumble,True,0.5131578947368421,0.1320981135199835,False,3113,1,0,0,0,False,1,0,0,0,71676.0,333474.0,31,26,26,25,22,32,0.50814332247557,0.4424778761061947,0.5402298850574713,0.48951048951048953,0.47435897435897434,0.5,4.8,3.0,0,0
NA1_3939247419,RideMyAlpaga,Vladimir,False,0.5131578947368421,0.1320981135199835,False,3311,0,1,0,1,False,1,1,0,0,39862.0,81536.0,25,24,21,17,34,22,0.5131578947368421,0.4248927038626609,0.51931330472103,0.49914529914529915,0.49015748031496065,0.6044776119402985,2.4444444444444446,4.75,0,0
NA1_3939235151,RideMyAlpaga,Rumble,False,0.5131578947368421,0.1320981135199835,False,3113,0,0,2,0,False,0,0,0,0,65395.0,41200.0,26,20,26,24,25,28,0.49,0.4542124542124542,0.5131578947368421,0.4663677130044843,0.43548387096774194,0.49282296650717705,4.0,2.888888888888889,0,0
NA1_3939192006,RideMyAlpaga,Seraphine,True,0.5131578947368421,0.1320981135199835,False,7647,0,0,3,0,False,0,0,0,0,74928.0,16122.0,27,30,15,18,18,29,0.5131578947368421,0.5066079295154186,0.6756756756756757,0.46959459459459457,0.39655172413793105,0.5298329355608592,2.5,4.0,0,0
NA1_3938645761,politipab,Gnar,True,,0.1347721829279555,False,39182,0,0,1,1,True,0,0,0,0,13912470.0,343340.0,25,32,21,23,16,29,0.4968024110555719,0.42857142857142855,0.5308056872037915,0.532394366197183,0.47878787878787876,0.5419354838709678,1.8333333333333333,2.8333333333333335,2,1
NA1_3725058548,politipab,Olaf,False,,0.1347721829279555,False,6633,0,0,0,2,True,0,0,0,0,13912470.0,944166.0,30,32,23,26,29,26,0.5474097640171207,0.44502617801047123,0.6203703703703703,0.49230769230769234,0.4146341463414634,0.5909090909090909,3.6,2.857142857142857,2,0
NA1_3725063356,politipab,TahmKench,True,,0.1347721829279555,False,24540,0,0,0,2,True,0,0,0,2,13912470.0,328909.0,30,30,29,14,21,14,0.5474097640171207,0.44502617801047123,0.6203703703703703,0.501039755351682,0.45893719806763283,0.5225806451612903,1.0,0.6666666666666666,2,1
NA1_3716443125,politipab,Zoe,True,,0.1347721829279555,False,1144,0,0,0,0,True,0,0,1,0,13912470.0,68411.0,27,34,20,17,29,23,0.5640138408304498,0.5084745762711864,0.5806451612903226,0.5,0.5,0.5337078651685393,0.8333333333333334,3.0,2,1
NA1_3716399147,politipab,Nocturne,False,,0.1347721829279555,False,11055,0,1,0,1,True,0,0,0,0,13912470.0,82785.0,19,32,21,27,28,26,0.5207456591539636,0.4774774774774775,0.5640138408304498,0.5170731707317073,0.5,0.6438356164383562,1.5454545454545454,7.333333333333333,3,1
NA1_3938557238,DaleSwag,MissFortune,False,,0.15502966262430787,False,2113,0,0,0,2,True,0,0,0,0,235974.0,59833.0,38,29,16,23,17,26,0.5027932960893855,0.46285714285714286,0.9,0.5666666666666667,0.2857142857142857,0.6551724137931034,3.142857142857143,2.0,2,1
NA1_3938510542,DaleSwag,Caitlyn,True,,0.15502966262430787,False,1573,0,0,1,0,True,0,0,2,1,78044.0,173267.0,26,33,22,22,29,24,0.4614247311827957,0.4583333333333333,0.4645161290322581,0.49809885931558934,0.29411764705882354,0.5773809523809523,0.75,2.0,1,0
NA1_3938477751,DaleSwag,Caitlyn,False,,0.15502966262430787,False,1573,0,0,1,1,True,0,0,0,0,71244.0,681668.0,35,22,25,28,18,29,0.48363169088975544,0.4645161290322581,0.5027472527472527,0.5,0.4807692307692308,0.5246913580246914,0.75,2.5,1,0
NA1_3938481939,DaleSwag,Nunu,True,,0.15502966262430787,False,3435,0,0,1,0,True,0,0,1,2,26685.0,89969.0,28,35,21,18,23,19,0.5725806451612904,0.4645161290322581,0.589041095890411,0.4557692307692308,0.3888888888888889,0.4807692307692308,0.75,2.8181818181818183,1,0
NA1_3938531954,Poildesourcil,Vayne,False,0.5308056872037915,0.09003212643088118,False,9966,0,0,0,0,False,0,0,1,0,22825.0,417201.0,31,24,20,24,21,27,0.5308056872037915,0.5119047619047619,0.631578947368421,0.45587094271304796,0.4189189189189189,0.49282296650717705,4.0,1.625,0,0
NA1_3938282254,Poildesourcil,MissFortune,True,0.5308056872037915,0.09003212643088118,False,34773,0,0,0,2,False,0,0,0,1,46559.0,70906.0,30,30,26,21,29,23,0.49906890130353815,0.4818181818181818,0.5308056872037915,0.5149700598802395,0.5,0.5714285714285714,2.0,1.9090909090909092,0,0
NA1_3938218525,Poildesourcil,MissFortune,True,0.5308056872037915,0.09003212643088118,False,34773,0,0,1,0,False,0,0,0,1,32462.0,84512.0,27,34,25,15,27,21,0.5207373271889401,0.5138592750533049,0.532608695652174,0.5040431266846361,0.4860557768924303,0.5416666666666666,2.2857142857142856,1.3,0,0
NA1_3938235165,Poildesourcil,Vayne,False,0.5308056872037915,0.09003212643088118,False,9966,0,1,2,0,False,0,1,0,0,157327.0,45939.0,37,28,20,26,14,31,0.49107142857142855,0.4843304843304843,0.5308056872037915,0.5126353790613718,0.49557522123893805,0.5327868852459017,4.0,6.333333333333333,0,1
NA1_3936434302,NolifeH20,Lux,False,,0.07782706255351031,False,10346,0,0,0,0,False,0,0,1,2,236953.0,8121960.0,30,30,21,23,24,25,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.38095238095238093,0.38095238095238093,0.38095238095238093,2.3333333333333335,1.5,0,1
NA1_3936393798,NolifeH20,Diana,True,,0.07782706255351031,False,13570,0,1,0,1,False,0,0,2,0,426224.0,948028.0,34,34,30,25,24,17,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5070422535211268,0.5070422535211268,0.5070422535211268,2.3333333333333335,5.666666666666667,0,1
NA1_3934023138,NolifeH20,Lux,True,,0.07782706255351031,False,10346,0,0,0,0,False,0,0,1,2,912995.0,440760.0,36,33,23,18,20,22,0.41776315789473684,0.375,0.4605263157894737,0.37735849056603776,0.375,0.510989010989011,2.0,0.6,0,0
NA1_3933719282,NolifeH20,Diana,True,,0.07782706255351031,False,13570,1,0,0,0,False,0,0,0,1,270712.0,525213.0,38,18,26,24,24,36,0.5175438596491229,0.5175438596491229,0.5175438596491229,0.4716981132075472,0.4716981132075472,0.4716981132075472,8.0,2.625,1,0
NA1_3939376468,AssassinShibe,Yasuo,False,0.56,0.14181904522302738,False,20088,0,0,1,0,False,0,0,1,0,47623.0,164104.0,27,23,24,18,27,36,0.3333333333333333,0.16666666666666666,0.56,0.39344262295081966,0.39344262295081966,0.39344262295081966,3.5714285714285716,1.5,0,0
NA1_3939392114,AssassinShibe,Sett,False,0.56,0.14181904522302738,False,21763,0,1,1,0,False,0,1,1,1,76403.0,59542.0,25,32,16,29,33,28,0.35662122687439146,0.34285714285714286,0.56,0.41103603603603606,0.29411764705882354,0.42016806722689076,1.0,5.2,0,0
NA1_3939318681,AssassinShibe,Sett,True,0.56,0.14181904522302738,False,21763,0,0,0,0,False,0,0,0,0,44909.0,57095.0,33,38,19,20,19,26,0.5,0.4796747967479675,0.56,0.3813559322033898,0.3235294117647059,0.5244215938303342,0.8,2.0,0,1
NA1_3939275476,AssassinShibe,Khazix,False,0.56,0.14181904522302738,False,6006,0,0,0,0,False,0,0,1,0,26928.0,82696.0,32,31,24,14,21,12,0.56,0.423728813559322,0.5838509316770186,0.273972602739726,0.20689655172413793,0.43243243243243246,3.0,3.6666666666666665,0,1
NA1_3938784305,AssassinShibe,Akali,False,0.56,0.14181904522302738,False,11754,0,0,0,0,False,0,0,2,1,1396162.0,79059.0,30,27,22,22,29,28,0.5253703703703704,0.49074074074074076,0.56,0.5233750140813338,0.5151515151515151,0.5315985130111525,1.0,2.0,0,0
