gameid,player,champion,ally_win,player_wr,t_bint,is_main_h,mastery_points,smurf_count_a,smurf_count_e,hotstreak_count_a,hotstreak_count_e,4fun,veteran_count_a,veteran_count_e,inters_count_a,inters_count_e,break_count_a,break_count_e,a_sum_a,a_sum_e,d_sum_a,d_sum_e,m_sum_a,m_sum_e,wr_med_a,wr_min_a,wr_max_a,wr_med_e,wr_min_e,wr_max_e,max_med_kd_a,max_med_kd_e,4fun_a,4fun_e
NA1_3935139966,Snakysnakies,Volibear,False,0.2,0.11065243167838323,False,118803,0,0,0,0,False,0,0,2,1,170385.0,421535.0,29,28,17,24,31,26,0.49,0.2,0.5714285714285714,0.5251744765702892,0.4689265536723164,0.631578947368421,1.5,3.125,0,0
NA1_3938909049,Ineblest,Brand,True,0.5614973262032086,0.07124908194323157,False,136124,0,0,0,0,False,0,0,1,1,2152693.0,76011.0,27,31,21,30,25,15,0.5614973262032086,0.5185185185185185,0.5637583892617449,0.5108695652173914,0.5,0.5217391304347826,3.4,3.75,0,0
NA1_3937676641,Ineblest,Brand,True,0.5614973262032086,0.07124908194323157,False,136124,0,1,0,0,False,0,0,0,1,88152.0,83696.0,26,28,18,27,28,30,0.5493055555555556,0.5185185185185185,0.5614973262032086,0.5714285714285714,0.4723618090452261,0.6666666666666666,3.4,5.25,0,2
NA1_3937620923,Ineblest,Amumu,True,0.5614973262032086,0.07124908194323157,False,25365,0,0,1,1,False,0,0,2,1,169609.0,12092392.0,17,29,25,25,39,27,0.5426534250063662,0.5,0.5833333333333334,0.5102733575200259,0.46601941747572817,0.6153846153846154,2.875,1.1428571428571428,0,0
NA1_3940058970,BadatteGame,Khazix,True,0.5185185185185185,0.04784549471651818,False,2388,0,0,1,2,False,0,0,1,0,76672.0,168979.0,30,17,20,19,24,28,0.5,0.39285714285714285,0.5185185185185185,0.43478260869565216,0.2,0.5555555555555556,2.75,1.7142857142857142,0,0
NA1_3938876340,BadatteGame,Sivir,False,0.5185185185185185,0.04784549471651818,False,2866,0,0,1,1,False,0,0,3,1,77355.0,2852.0,33,18,25,13,19,16,0.5,0.5,0.5833333333333334,0.5280898876404494,0.5127737226277372,0.5436241610738255,4.2,3.0,0,0
NA1_3939975744,ArctonoeVittata,Morgana,True,0.5048543689320388,0.09071235161455404,False,146842,0,0,0,0,False,0,0,0,2,2975.0,524263.0,25,23,22,25,32,28,0.5,0.4444444444444444,0.5263157894736842,0.4338888888888889,0.39,0.4777777777777778,2.75,1.8333333333333333,0,0
NA1_3939931823,ArctonoeVittata,Nautilus,False,0.5048543689320388,0.09071235161455404,False,244885,0,0,0,0,False,0,0,0,0,82555.0,347180.0,27,16,19,22,30,25,0.5,0.47058823529411764,0.5263157894736842,0.45714285714285713,0.3076923076923077,0.4772727272727273,2.75,3.0,0,0
NA1_3939803060,ArctonoeVittata,Morgana,True,0.5048543689320388,0.09071235161455404,False,146842,0,0,1,0,False,0,0,1,2,7304.0,46989.0,19,29,19,17,35,25,0.5048543689320388,0.4791666666666667,0.5833333333333334,0.5248397435897436,0.36363636363636365,0.5647058823529412,2.2,1.5555555555555554,0,0
NA1_3939578571,ArctonoeVittata,Pyke,False,0.5048543689320388,0.09071235161455404,False,74029,0,1,0,0,False,0,0,1,0,42370.0,45129.0,29,20,23,18,21,30,0.4891304347826087,0.45454545454545453,0.5833333333333334,0.4578313253012048,0.3684210526315789,0.6,2.2,5.5,0,0
NA1_3931599537,aheeeid,Akali,False,0.5,0.106731166513289,False,7545,0,0,1,0,True,0,0,3,2,137922.0,227810.0,28,29,19,14,32,29,0.5,0.463768115942029,0.5205479452054794,0.5093706265338823,0.5039370078740157,0.5185185185185185,0.8888888888888888,3.1666666666666665,2,0
NA1_3925825545,aheeeid,Evelynn,True,0.5,0.106731166513289,False,9385,0,0,1,0,True,0,0,2,2,928496.0,106546.0,26,35,31,23,27,22,0.5,0.46511627906976744,0.5077720207253886,0.5006016847172082,0.48654708520179374,0.5523465703971119,2.6666666666666665,3.6666666666666665,1,0
NA1_3923280171,aheeeid,Akali,True,0.5,0.106731166513289,False,7545,0,0,1,0,True,0,0,3,0,46499.0,72964.0,29,29,24,20,32,31,0.48130841121495327,0.41732283464566927,0.5,0.4948186528497409,0.47043010752688175,0.5087440381558028,1.6,4.0,1,0
NA1_3938707890,airfawkmot,Jayce,True,0.4948453608247423,0.06231326160861243,False,1361,0,0,4,0,True,0,0,0,1,849651.0,81899.0,29,27,17,24,26,31,0.5428571428571428,0.4948453608247423,0.5853658536585366,0.47346938775510206,0.35714285714285715,0.5040322580645161,2.6,2.3333333333333335,3,0
NA1_3938731167,airfawkmot,LeeSin,True,0.4948453608247423,0.06231326160861243,False,29926,0,0,4,1,True,0,0,0,0,849651.0,426879.0,32,34,20,25,24,20,0.5604395604395604,0.4948453608247423,0.5853658536585366,0.5625,0.46875,0.8571428571428571,2.2222222222222223,1.4,3,1
NA1_3937155110,airfawkmot,Leblanc,True,0.4948453608247423,0.06231326160861243,False,42756,0,0,2,1,True,0,0,1,2,105266.0,102426.0,34,26,16,25,19,30,0.5255754475703325,0.4948453608247423,0.5340909090909091,0.5083798882681564,0.4714285714285714,0.6666666666666666,4.166666666666667,3.0,1,0
NA1_3936270247,airfawkmot,LeeSin,True,0.4948453608247423,0.06231326160861243,False,29926,0,1,2,2,True,0,0,4,1,77913.0,186011.0,32,26,16,23,9,31,0.4948453608247423,0.4507042253521127,0.5172413793103449,0.4951923076923077,0.43137254901960786,0.5335570469798657,1.2857142857142858,7.666666666666667,1,0
NA1_3934816781,MapleMacchiato,Lucian,False,0.463768115942029,0.09100313299170626,False,13118,0,0,0,0,False,1,0,3,0,234323.0,9600.0,29,29,21,23,29,23,0.48489610616378553,0.45751633986928103,0.5542168674698795,0.500659195781147,0.375,0.5925925925925926,0.8888888888888888,3.0,1,0
NA1_3933436915,yccccccccccccc,Seraphine,False,,0.08101782721137843,False,91169,0,0,0,1,True,0,0,2,1,330554.0,87536.0,25,31,18,26,25,23,0.38461538461538464,0.34615384615384615,0.4166666666666667,0.5,0.4,0.6666666666666666,0.8888888888888888,3.4444444444444446,1,0
NA1_3930576105,yccccccccccccc,Seraphine,True,,0.08101782721137843,False,91169,0,0,1,0,True,0,0,2,0,283159.0,163322.0,33,24,20,29,10,31,0.5182953077916488,0.463768115942029,0.6542056074766355,0.4260869565217391,0.2564102564102564,0.4444444444444444,0.8888888888888888,2.3333333333333335,2,0
NA1_3940049468,ThePieBeam,Veigar,False,0.5,0.09491744713605407,False,7598,0,1,0,0,False,0,0,1,0,87302.0,611329.0,30,33,14,23,28,20,0.5532786885245902,0.5,0.6065573770491803,0.4745762711864407,0.3695652173913043,0.5338983050847458,2.25,11.5,0,0
NA1_3940025957,ThePieBeam,Veigar,True,0.5,0.09491744713605407,False,7598,0,0,1,2,False,0,0,0,1,80113.0,87385.0,30,26,23,16,25,25,0.5066666666666667,0.5,0.5474452554744526,0.5199357520786092,0.4435483870967742,0.5408163265306123,2.25,1.8571428571428572,0,0
NA1_3939989647,ThePieBeam,Veigar,True,0.5,0.09491744713605407,False,7598,0,0,0,1,False,0,0,1,0,45067.0,33334.0,24,37,21,18,35,17,0.5177053824362606,0.46875,0.5517241379310345,0.4697674418604651,0.375,0.5277777777777778,3.1666666666666665,2.8,0,0
NA1_3939972720,ThePieBeam,Viktor,True,0.5,0.09491744713605407,False,7334,0,0,0,1,False,0,0,1,2,54351.0,444758.0,26,30,23,18,30,32,0.4972619753295509,0.4166666666666667,0.5,0.5205882352941176,0.4411764705882353,0.6,3.4,3.5,1,1
NA1_3939827077,ThePieBeam,Ornn,True,0.5,0.09491744713605407,False,16697,0,0,0,0,False,0,0,0,1,76157.0,83905.0,24,20,21,22,33,22,0.49836601307189543,0.44776119402985076,0.7142857142857143,0.41468253968253965,0.3,0.48659003831417624,2.1666666666666665,3.6666666666666665,0,0
NA1_3939574675,Eduardng,Jhin,True,,0.08658835660703859,True,44046,0,0,0,0,False,0,0,0,1,82318.0,191424.0,27,31,20,22,37,24,0.4917431192660551,0.19230769230769232,0.5111111111111111,0.50092203667657,0.3181818181818182,0.5684210526315789,4.0,3.375,1,1
NA1_3939508999,Eduardng,Jhin,True,,0.08658835660703859,True,44046,0,0,0,0,False,0,0,1,2,68065.0,507769.0,36,18,18,17,24,26,0.4986805483970725,0.46551724137931033,0.5358851674641149,0.4358974358974359,0.3584905660377358,0.5319148936170213,4.0,2.0,0,1
NA1_3939501266,Eduardng,Jhin,True,,0.08658835660703859,True,44046,0,0,0,0,False,0,0,0,1,61204.0,2420.0,29,25,21,19,32,21,0.4583333333333333,0.44,0.4917431192660551,0.5238095238095238,0.3333333333333333,0.5789473684210527,4.0,1.375,1,2
NA1_3939436242,Eduardng,Jhin,True,,0.08658835660703859,True,44046,0,0,0,2,False,0,0,0,2,63848.0,83855.0,30,29,19,24,30,19,0.43773946360153254,0.42105263157894735,0.4917431192660551,0.45454545454545453,0.3157894736842105,0.65,4.0,1.7142857142857142,0,0
NA1_3939584188,VanguardLover,DrMundo,False,0.47058823529411764,0.1339217065710297,False,1699,0,0,0,0,False,0,0,2,1,83383.0,88041.0,32,37,31,22,22,22,0.4019607843137255,0.23333333333333334,0.5102880658436214,0.3278278278278278,0.18181818181818182,0.49162011173184356,1.0,3.8,0,0
NA1_3938673951,VanguardLover,Nasus,True,0.47058823529411764,0.1339217065710297,False,146108,1,0,1,0,False,0,0,1,2,180709.0,110686.0,33,26,16,25,24,29,0.47058823529411764,0.37209302325581395,0.6078431372549019,0.42780748663101603,0.38,0.4928909952606635,5.333333333333333,1.4,0,0
NA1_3936033483,VanguardLover,Nasus,True,0.47058823529411764,0.1339217065710297,False,146108,0,0,0,0,False,0,0,1,2,180709.0,257812.0,38,22,17,24,23,35,0.47058823529411764,0.4225352112676056,0.6078431372549019,0.4936014625228519,0.40625,0.6538461538461539,2.6666666666666665,1.0,0,0
NA1_3932304374,SpookyLexo17,Tristana,False,,0.16866075582463017,False,1508,0,0,0,0,False,0,0,1,0,167828.0,412858.0,28,30,28,23,26,26,0.5,0.5,0.5,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.5,1.9090909090909092,0,0
NA1_3939583208,tugga33,Draven,True,0.46153846153846156,0.10920924369966305,False,179845,1,0,0,1,False,0,0,0,1,1717608.0,180927.0,32,35,23,22,20,21,0.48805078416728903,0.4485981308411215,0.5172413793103449,0.5463917525773195,0.5388127853881278,0.5909090909090909,4.541666666666666,2.0,0,0
NA1_3933545485,tugga33,Draven,False,0.46153846153846156,0.10920924369966305,False,179845,1,0,0,1,False,0,0,0,0,246087.0,171646.0,33,23,25,20,25,20,0.4948453608247423,0.46153846153846156,0.5538461538461539,0.5,0.4214876033057851,0.5641025641025641,4.75,1.375,0,1
NA1_3938148861,JonnyB,Lux,True,0.5238095238095238,0.04918300247721813,False,813,1,0,0,0,False,0,0,0,2,40768.0,598107.0,29,24,17,19,27,31,0.5238095238095238,0.3333333333333333,0.5639097744360902,0.5268817204301075,0.3880597014925373,0.627906976744186,5.666666666666667,2.0,0,2
NA1_3938194601,JonnyB,Teemo,True,0.5238095238095238,0.04918300247721813,False,170597,0,0,0,0,False,0,0,0,0,87106.0,101920.0,31,32,23,24,23,25,0.5185185185185185,0.47619047619047616,0.5639097744360902,0.42294685990338166,0.4111111111111111,0.43478260869565216,2.7777777777777777,3.0,1,0
NA1_3937523434,JonnyB,Aatrox,False,0.5238095238095238,0.04918300247721813,False,3434,1,0,1,1,False,0,0,0,0,43722.0,167386.0,25,32,25,19,32,24,0.5174603174603174,0.4870689655172414,0.5639097744360902,0.530952380952381,0.504424778761062,0.6,6.0,2.5,0,2
NA1_3935386113,JonnyB,Aatrox,False,0.5238095238095238,0.04918300247721813,False,3434,0,1,0,0,False,0,0,0,0,236905.0,77439.0,34,21,23,30,24,25,0.46153846153846156,0.35555555555555557,0.5238095238095238,0.46875,0.4090909090909091,0.5047619047619047,2.25,5.333333333333333,0,0
NA1_3935402163,JonnyB,Aatrox,True,0.5238095238095238,0.04918300247721813,False,3434,0,0,0,2,False,0,0,0,1,77345.0,910238.0,33,23,20,17,18,27,0.459915611814346,0.3888888888888889,0.5238095238095238,0.4940239043824701,0.3333333333333333,0.5487179487179488,1.1818181818181819,2.4285714285714284,0,0
NA1_3935363373,Jewkun,Tristana,False,,0.15025128042986347,False,27495,0,0,0,0,False,0,0,2,1,163140.0,171407.0,38,16,20,26,20,35,0.5056179775280899,0.4880952380952381,0.5531914893617021,0.4614255765199161,0.4166666666666667,0.5213270142180095,3.5,1.7142857142857142,2,1
NA1_3935209649,Jewkun,Talon,False,,0.15025128042986347,False,40484,0,0,0,2,False,0,0,0,0,82557.0,252243.0,30,29,22,26,27,18,0.5,0.4880952380952381,0.56,0.5321100917431193,0.49130434782608695,0.6956521739130435,1.125,3.0,1,1
NA1_3938767117,BoogerBreaf,Teemo,False,0.5639097744360902,0.06198416979316912,False,5315,0,1,0,2,False,0,0,2,0,58304.0,78676.0,28,34,25,19,25,26,0.53,0.5238095238095238,0.5639097744360902,0.5520833333333334,0.4696969696969697,0.5614035087719298,2.25,4.75,0,0
NA1_3936847736,BoogerBreaf,Varus,True,0.5639097744360902,0.06198416979316912,False,1482,0,0,1,1,False,1,2,0,2,93652.0,89698.0,22,28,25,23,27,33,0.5257142857142857,0.4720496894409938,0.57,0.5086505190311419,0.49074074074074076,0.5256410256410257,3.6666666666666665,1.5,1,0
NA1_3934015199,isuckalot223,Jax,False,,0.06584575595475653,False,2388,0,0,0,0,False,0,0,0,1,300149.0,427371.0,30,28,25,20,29,26,0.48333333333333334,0.43478260869565216,0.5168539325842697,0.4,0.4,0.4,3.0,2.25,0,3
NA1_3940142138,JauntlyLaughs,Ivern,True,0.4166666666666667,0.07004025220961355,False,45814,0,0,3,0,False,0,0,0,1,88669.0,172132.0,27,31,17,22,30,25,0.5163043478260869,0.4166666666666667,0.6106194690265486,0.511002444987775,0.48175182481751827,0.5317460317460317,0.5,3.111111111111111,0,0
NA1_3939535180,JauntlyLaughs,Vi,True,0.4166666666666667,0.07004025220961355,False,62268,0,0,0,0,False,0,0,1,2,962752.0,158554.0,31,26,18,20,27,29,0.46825396825396826,0.34615384615384615,0.5206422018348624,0.5093085106382979,0.43333333333333335,0.5517241379310345,0.7368421052631579,1.6,0,0
NA1_3939432345,JauntlyLaughs,RekSai,True,0.4166666666666667,0.07004025220961355,False,50359,0,0,0,1,False,0,0,2,1,412015.0,77206.0,25,19,21,24,19,31,0.461053516391146,0.4166666666666667,0.5384615384615384,0.4545454545454546,0.4,0.5121951219512195,3.0,1.875,0,1
NA1_3939374449,JauntlyLaughs,Nunu,True,0.4166666666666667,0.07004025220961355,False,87394,0,0,0,2,False,0,0,0,1,70504.0,172630.0,24,31,24,15,35,29,0.4666666666666667,0.4166666666666667,0.5714285714285714,0.44362745098039214,0.40384615384615385,0.5482758620689655,2.2,1.5,0,1
NA1_3939212526,JauntlyLaughs,Zac,False,0.4166666666666667,0.07004025220961355,False,81312,1,0,0,0,False,0,0,0,0,83825.0,25798.0,21,40,26,16,27,21,0.46153846153846156,0.4166666666666667,0.53125,0.5016949152542373,0.43478260869565216,0.5181347150259067,4.6,4.0,0,0
NA1_3940110667,homersimpsonbad,Jhin,True,0.43478260869565216,0.07650988080373956,False,121434,1,0,0,0,False,0,0,0,4,8887523.0,253510.0,31,44,23,20,27,13,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.49056603773584906,0.49056603773584906,0.49056603773584906,6.0,3.0,0,0
NA1_3940037998,homersimpsonbad,Malzahar,False,0.43478260869565216,0.07650988080373956,False,6064,0,0,0,0,False,0,0,0,0,78582.0,462032.0,22,34,22,29,28,20,0.3793103448275862,0.16666666666666666,0.43478260869565216,0.38461538461538464,0.35,0.39655172413793105,1.875,2.0,0,0
NA1_3939989434,homersimpsonbad,Vladimir,True,0.43478260869565216,0.07650988080373956,False,2321,0,0,0,0,False,0,0,0,1,4171.0,77537.0,24,25,26,21,31,30,0.5,0.43478260869565216,0.5,,,,2.4,2.25,0,0
NA1_3940031282,KillaLex,Gnar,True,,0.116655574994213,True,66316,0,0,0,3,False,0,0,1,1,166507.0,15837.0,29,32,30,27,29,24,0.609375,0.609375,0.609375,0.5079365079365079,0.4444444444444444,0.5714285714285714,3.8333333333333335,1.0,0,0
NA1_3938727195,KillaLex,Gnar,True,,0.116655574994213,True,66316,0,0,0,0,False,0,0,1,5,166507.0,89146.0,30,26,22,14,25,34,0.5,0.5,0.5,0.5147058823529411,0.2727272727272727,0.5752212389380531,1.25,1.3333333333333333,0,0
NA1_3938703309,KillaLex,Gnar,False,,0.116655574994213,True,66316,0,0,1,2,False,0,0,0,2,166507.0,83340.0,25,25,28,29,29,22,0.5213270142180095,0.45,0.5560081466395111,0.5111111111111111,0.45614035087719296,0.5333333333333333,2.0,1.625,1,1
NA1_3936322430,KillaLex,Gnar,False,,0.116655574994213,True,66316,0,0,1,1,False,0,0,0,0,765964.0,120599.0,31,29,21,23,31,22,0.48148148148148145,0.4230769230769231,0.5058823529411764,0.5235539450293998,0.5026737967914439,0.5588235294117647,2.3636363636363638,2.1538461538461537,1,0
NA1_3933977167,Emilioo,Lucian,False,0.5945945945945946,0.07909228306226411,False,28080,0,0,0,0,False,0,0,0,1,431557.0,57684.0,32,35,22,16,22,20,0.4966887417218543,0.35294117647058826,0.5945945945945946,0.51,0.4594594594594595,0.5440414507772021,2.111111111111111,2.1666666666666665,0,0
NA1_3932955736,Emilioo,Corki,True,0.5945945945945946,0.07909228306226411,False,41339,0,0,2,1,False,0,0,0,2,431557.0,496549.0,31,25,20,22,29,29,0.5138888888888888,0.35294117647058826,0.5945945945945946,0.49535642570281124,0.3125,0.5428571428571428,4.2,3.1666666666666665,2,2
NA1_3932883967,Emilioo,Ezreal,True,0.5945945945945946,0.07909228306226411,False,77008,0,0,0,0,False,0,0,0,1,154009.0,494017.0,32,29,18,17,25,23,0.48130341880341876,0.4,0.5945945945945946,0.5303030303030303,0.38095238095238093,0.6666666666666666,2.25,2.6666666666666665,0,0
NA1_3939973247,Tirachii,Galio,False,0.5,0.1141961904544961,False,424,0,0,1,0,False,0,0,3,3,172472.0,65458.0,16,23,22,21,20,30,0.4666666666666667,0.3793103448275862,0.5,0.4948453608247423,0.3333333333333333,0.6049382716049383,1.1666666666666667,1.1666666666666667,0,1
NA1_3939823986,Tirachii,Riven,True,0.5,0.1141961904544961,False,3768,0,0,1,3,False,0,0,1,0,75265.0,63499.0,29,30,25,21,25,27,0.5344827586206896,0.3793103448275862,0.6923076923076923,0.5460992907801419,0.46153846153846156,0.5555555555555556,2.111111111111111,3.3333333333333335,0,0
NA1_3940436706,Vanquishxd,Gwen,False,0.4966887417218543,0.07271412471357085,False,6949,0,0,0,1,False,0,0,2,1,42449.0,84278.0,43,36,19,19,20,19,0.36585365853658536,0.08,0.49968294229549776,0.437125748502994,0.3881278538812785,0.5,2.0,4.0,1,0
NA1_3940156402,Vanquishxd,Gwen,False,0.4966887417218543,0.07271412471357085,False,6949,0,1,0,0,False,0,1,1,1,47122.0,88726.0,25,29,21,19,31,29,0.4608695652173913,0.35714285714285715,0.4966887417218543,0.48314606741573035,0.375,0.5183946488294314,0.75,8.0,0,0
NA1_3940142871,Vanquishxd,Gwen,False,0.4966887417218543,0.07271412471357085,False,6949,0,0,0,0,False,0,0,2,2,69250.0,179971.0,24,33,20,24,34,22,0.4690265486725664,0.43103448275862066,0.5078864353312302,0.4635416666666667,0.4498567335243553,0.4821852731591449,1.6666666666666667,3.6666666666666665,0,1
NA1_3940086988,Vanquishxd,Volibear,False,0.4966887417218543,0.07271412471357085,False,9231,0,0,0,0,False,0,0,1,2,78967.0,104162.0,25,27,18,17,22,28,0.47509578544061304,0.40869565217391307,0.5096153846153846,0.4812206572769953,0.4416243654822335,0.5106382978723404,1.8,1.0,0,0
NA1_3940070662,Vanquishxd,Volibear,True,0.4966887417218543,0.07271412471357085,False,9231,0,0,1,0,False,0,0,0,0,85395.0,353131.0,24,16,31,18,29,41,0.4966887417218543,0.44672131147540983,0.5169902912621359,0.4746059544658494,0.2777777777777778,0.5216049382716049,3.5,3.2857142857142856,0,0
NA1_3937659040,SrgntMuffins,Shen,False,,0.09390792326870098,False,76119,0,1,0,0,False,0,0,2,1,263913.0,85772.0,28,30,22,20,24,31,0.4478136387298282,0.38235294117647056,0.5132743362831859,0.3761737089201878,0.25,0.5023474178403756,3.5,5.0,0,0
NA1_3937664235,SrgntMuffins,Illaoi,True,,0.09390792326870098,False,167145,0,0,0,0,False,0,0,0,0,261137.0,124772.0,30,29,24,19,21,26,0.45,0.45,0.45,0.508547077922078,0.5,0.5153203342618384,2.4285714285714284,3.5,0,0
NA1_3933968512,SrgntMuffins,Aatrox,False,,0.09390792326870098,False,45997,0,0,0,1,False,0,0,3,0,263913.0,171367.0,30,26,24,19,27,14,0.38235294117647056,0.38235294117647056,0.38235294117647056,0.4482758620689655,0.375,0.4694835680751174,1.9230769230769231,1.5,0,1
NA1_3933682710,SLY985,Elise,False,0.38235294117647056,0.10679219525720891,False,26423,0,0,0,0,False,0,0,2,1,419599.0,340012.0,33,32,22,25,23,24,0.38235294117647056,0.38235294117647056,0.38235294117647056,0.5377358490566038,0.5217391304347826,0.5390070921985816,1.7,2.3333333333333335,0,1
NA1_3938526871,ArcanicSlash,Heimerdinger,False,,0.10754445497209322,False,3522,0,0,1,1,False,0,0,2,0,252767.0,83120.0,22,23,22,24,33,30,0.5714285714285714,0.42063492063492064,0.6470588235294118,0.5378787878787878,0.48936170212765956,0.5789473684210527,1.9230769230769231,2.0,0,0
NA1_3937517676,ArcanicSlash,Heimerdinger,True,,0.10754445497209322,False,3522,0,1,0,1,False,0,0,1,2,264555.0,87330.0,29,23,21,20,28,21,0.4935064935064935,0.4675324675324675,0.49624060150375937,0.5081159420289856,0.48,0.5362318840579711,1.9230769230769231,4.6,0,0
NA1_3936305194,ArcanicSlash,Morgana,False,,0.10754445497209322,False,8176,0,1,0,0,False,0,0,2,3,134746.0,89395.0,24,23,25,16,28,35,0.5212765957446809,0.45569620253164556,0.5813953488372093,0.4897959183673469,0.42,0.52,1.9230769230769231,6.0,1,2
NA1_3935322289,ArcanicSlash,Brand,True,,0.10754445497209322,False,10216,0,0,2,1,False,0,0,4,1,269030.0,85625.0,23,29,18,18,33,26,0.5223351292368547,0.43283582089552236,0.625,0.5090503347384081,0.5045871559633027,0.5135135135135135,1.9230769230769231,1.0,0,0
NA1_3940307075,Jumoramyuto,Nasus,False,0.48366013071895425,0.09194951250130656,False,58836,0,0,1,0,False,0,0,0,0,37810.0,5453.0,22,24,16,19,27,28,0.5119658119658119,0.4818181818181818,0.5169300225733634,0.5529411764705883,0.5094339622641509,0.7333333333333333,2.25,1.75,0,0
NA1_3940295524,Jumoramyuto,Nasus,True,0.48366013071895425,0.09194951250130656,False,58836,0,0,0,2,False,0,1,0,0,72029.0,24226.0,31,28,16,38,28,18,0.4855072463768116,0.4393939393939394,0.5410628019323671,0.4960505529225908,0.3918918918918919,0.514018691588785,3.0,3.6,0,0
NA1_3940293760,Jumoramyuto,Nasus,True,0.48366013071895425,0.09194951250130656,False,58836,1,0,0,0,False,2,0,0,3,157170.0,509235.0,36,32,26,22,16,24,0.49094202898550726,0.48366013071895425,0.6122448979591837,0.4978902953586498,0.4852941176470588,0.5257142857142857,5.0,2.3333333333333335,0,0
NA1_3937434400,Mellllowwww,Darius,False,0.48654708520179374,0.09039643629030383,False,88556,0,0,1,1,False,0,0,2,0,78675.0,151575.0,31,27,19,24,25,29,0.5037037037037037,0.46774193548387094,0.528395061728395,0.5052631578947369,0.4230769230769231,0.5235849056603774,2.0,1.4615384615384615,1,0
NA1_3937372270,Mellllowwww,Darius,False,0.48654708520179374,0.09039643629030383,False,88556,0,0,0,1,False,0,0,1,0,144341.0,262010.0,30,26,27,21,22,27,0.5180722891566265,0.48654708520179374,0.5359477124183006,0.5086705202312138,0.43478260869565216,0.5088161209068011,2.2,4.333333333333333,1,0
NA1_3937015763,Mellllowwww,Tryndamere,False,0.48654708520179374,0.09039643629030383,False,23629,0,0,1,1,False,1,0,1,1,18799.0,68387.0,31,31,19,17,25,28,0.4951923076923077,0.4696969696969697,0.5806451612903226,0.49783549783549785,0.4384057971014493,0.5212355212355212,4.0,1.2857142857142858,1,1
NA1_3936251052,Mellllowwww,Tryndamere,True,0.48654708520179374,0.09039643629030383,False,23629,0,0,0,0,False,0,0,3,0,94565.0,271616.0,25,27,24,25,28,25,0.48654708520179374,0.4198895027624309,0.5,0.49056603773584906,0.453781512605042,0.5426008968609866,1.3,1.8333333333333333,0,0
NA1_3936241730,Mellllowwww,Tryndamere,False,0.48654708520179374,0.09039643629030383,False,23629,0,1,2,0,False,0,0,1,1,86678.0,87886.0,34,32,21,18,9,25,0.5117056856187291,0.48654708520179374,0.5150442477876106,0.49,0.4697986577181208,0.5252918287937743,2.0,5.333333333333333,0,1
NA1_3940566309,OGHushy,Alistar,True,0.5006002400960384,0.08084759918006328,False,100659,0,0,1,0,False,0,2,0,4,106546.0,85306.0,31,30,21,22,14,27,0.508695652173913,0.5006002400960384,0.5431654676258992,0.504950495049505,0.476,0.5086705202312138,2.857142857142857,2.090909090909091,0,1
NA1_3939098675,OGHushy,Akali,False,0.5006002400960384,0.08084759918006328,False,585595,1,0,0,1,False,0,0,0,0,106546.0,52233.0,31,30,17,19,14,30,0.49825783972125437,0.4811320754716981,0.526813880126183,0.47651006711409394,0.4444444444444444,0.5071428571428571,5.75,2.857142857142857,0,0
NA1_3938753133,OGHushy,Alistar,False,0.5006002400960384,0.08084759918006328,False,100659,0,0,2,4,False,0,1,0,0,106546.0,169061.0,36,32,25,24,25,18,0.499001996007984,0.4636363636363636,0.506578947368421,0.5097276264591439,0.4908616187989556,0.5271966527196653,2.857142857142857,3.4444444444444446,0,1
NA1_3937711735,OGHushy,Neeko,True,0.5006002400960384,0.08084759918006328,False,52204,0,0,1,1,False,0,1,1,1,106546.0,13818.0,28,33,16,27,29,22,0.5006002400960384,0.4921875,0.5186915887850467,0.49140893470790376,0.48218029350104824,0.551948051948052,3.2,3.375,0,1
NA1_3937662652,OGHushy,Neeko,True,0.5006002400960384,0.08084759918006328,False,52204,0,0,0,0,False,0,0,0,0,106546.0,18701.0,28,26,19,26,27,28,0.5006002400960384,0.3103448275862069,0.5402298850574713,0.5153846153846153,0.4785714285714286,0.5403726708074534,0.7692307692307693,2.8,0,0
NA1_3938667566,Iceyblade426,Katarina,True,0.5029821073558648,0.15919112392634438,False,434665,0,0,1,2,False,0,0,1,0,159637.0,78627.0,35,33,22,21,20,20,0.5061728395061729,0.4891089108910891,0.5605095541401274,0.4970414201183432,0.34,0.5526315789473685,1.1666666666666667,2.3333333333333335,0,0
NA1_3938465799,Iceyblade426,Xayah,False,0.5029821073558648,0.15919112392634438,False,1205,0,0,0,1,False,0,1,1,2,159637.0,60452.0,26,27,21,23,26,24,0.5029821073558648,0.1891891891891892,0.5605095541401274,0.4891304347826087,0.4409937888198758,0.53125,1.8,1.3333333333333333,0,0
NA1_3938421309,Iceyblade426,Vayne,False,0.5029821073558648,0.15919112392634438,False,2514,0,0,0,0,False,0,0,0,0,159637.0,65121.0,37,28,19,29,19,26,0.5029821073558648,0.3561643835616438,0.5605095541401274,0.5360824742268041,0.47101449275362317,0.5476190476190477,1.8,2.1,0,0
NA1_3938387829,Iceyblade426,Katarina,False,0.5029821073558648,0.15919112392634438,False,434665,0,0,0,0,False,0,0,1,1,159637.0,591086.0,27,35,25,24,29,16,0.5398230088495575,0.4734042553191489,0.5605095541401274,0.5102040816326531,0.5060728744939271,0.5454545454545454,1.8,1.0,0,0
